tier,ps,ki,incident_id,field,comparison,extracted,ground_truth
Llama,PS1,KI2,2026-04-08-347d,event.event_location,correct,United States,"Florida, United States"
Llama,PS1,KI2,2026-04-08-347d,harm.affected_parties,correct,"law enforcement, public resources","law enforcement, general public"
Llama,PS1,KI2,2026-04-08-99e2,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-08-99e2,ai_system.system_type,incorrect,other,ai agent
Llama,PS1,KI2,2026-04-08-99e2,harm.harm_type,correct,reputational,"economic, reputational"
Llama,PS1,KI2,2026-04-08-99e2,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-08-99e2,event.event_date,missing,not stated,2026-04-08
Llama,PS1,KI2,2026-04-08-99e2,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-08-99e2,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-08-99e2,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-08-99e2,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-08-99e2,harm.affected_parties,correct,organizations,organizations using AI agents
Llama,PS1,KI2,2026-04-07-8e86,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-07-8e86,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-07-8e86,harm.harm_type,correct,reputational,"economic, reputational"
Llama,PS1,KI2,2026-04-07-8e86,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-07-8e86,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-8e86,ai_system.name,correct,Claude Code,"Claude Code, Claude Mythos Preview"
Llama,PS1,KI2,2026-04-07-8e86,ai_system.developer,correct,Anthropic,Anthropic
Llama,PS1,KI2,2026-04-07-8e86,ai_system.deployer,missing,not stated,Anthropic
Llama,PS1,KI2,2026-04-07-8e86,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-07-8e86,harm.affected_parties,missing,not stated,"Anthropic, software industry"
Llama,PS1,KI2,2026-04-07-8b71,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-07-8b71,ai_system.system_type,incorrect,other,generative AI
Llama,PS1,KI2,2026-04-07-8b71,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-07-8b71,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-07-8b71,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-8b71,ai_system.name,correct,EvilTokens Phishing-as-a-Service platform,EvilTokens
Llama,PS1,KI2,2026-04-07-8b71,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-07-8b71,ai_system.deployer,hallucinated,cybercriminals,not stated
Llama,PS1,KI2,2026-04-07-8b71,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-07-8b71,harm.affected_parties,correct,Microsoft accounts,"Microsoft account holders, businesses"
Llama,PS1,KI2,2026-04-07-41ba,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-07-41ba,ai_system.system_type,correct,facial recognition,facial recognition
Llama,PS1,KI2,2026-04-07-41ba,harm.harm_type,correct,rights violation,"rights violation, psychological, physical"
Llama,PS1,KI2,2026-04-07-41ba,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-07-41ba,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-41ba,ai_system.name,hallucinated,Facial recognition system,not stated
Llama,PS1,KI2,2026-04-07-41ba,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-07-41ba,ai_system.deployer,correct,Reno Police Department,Reno Police Department
Llama,PS1,KI2,2026-04-07-41ba,event.event_location,correct,United States,"Reno, Nevada, United States"
Llama,PS1,KI2,2026-04-07-41ba,harm.affected_parties,correct,"Jason Killinger, thousands of others","Jason Killinger, general public"
Llama,PS1,KI2,2026-04-07-8255,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-07-8255,ai_system.system_type,correct,chatbot,chatbot
Llama,PS1,KI2,2026-04-07-8255,harm.harm_type,correct,psychological,"psychological, physical"
Llama,PS1,KI2,2026-04-07-8255,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-07-8255,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-8255,ai_system.name,correct,Gemini,Gemini
Llama,PS1,KI2,2026-04-07-8255,ai_system.developer,correct,Google,Google
Llama,PS1,KI2,2026-04-07-8255,ai_system.deployer,missing,not stated,Google
Llama,PS1,KI2,2026-04-07-8255,event.event_location,correct,United States,"Florida, United States"
Llama,PS1,KI2,2026-04-07-8255,harm.affected_parties,incorrect,user,general public
Llama,PS1,KI2,2026-04-07-1215,event.event_type,incorrect,AI hazard,AI incident
Llama,PS1,KI2,2026-04-07-1215,ai_system.system_type,correct,other,other
Llama,PS1,KI2,2026-04-07-1215,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-07-1215,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-07-1215,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-1215,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-07-1215,ai_system.developer,hallucinated,Goldman Sachs,not stated
Llama,PS1,KI2,2026-04-07-1215,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-07-1215,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-07-1215,harm.affected_parties,incorrect,millions of workers,US workers displaced by AI
Llama,PS1,KI2,2026-04-07-970a,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-07-970a,ai_system.system_type,incorrect,other,generative AI
Llama,PS1,KI2,2026-04-07-970a,harm.harm_type,incorrect,reputational,economic
Llama,PS1,KI2,2026-04-07-970a,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-07-970a,event.event_date,missing,not stated,2026-04-07
Llama,PS1,KI2,2026-04-07-970a,ai_system.name,correct,Claude Mythos,Claude Mythos
Llama,PS1,KI2,2026-04-07-970a,ai_system.developer,correct,Anthropic,Anthropic
Llama,PS1,KI2,2026-04-07-970a,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-07-970a,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-07-970a,harm.affected_parties,missing,not stated,"software industry, general public"
Llama,PS1,KI2,2026-04-06-73e5,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-06-73e5,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-06-73e5,harm.harm_type,correct,other,other
Llama,PS1,KI2,2026-04-06-73e5,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-06-73e5,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-73e5,ai_system.name,incorrect,GPT-5.2 and Gemini 3 Pro,"GPT-5.2, Gemini 3 Pro"
Llama,PS1,KI2,2026-04-06-73e5,ai_system.developer,incorrect,"University of California, Berkeley and University of California, Santa Cruz","OpenAI, Google"
Llama,PS1,KI2,2026-04-06-73e5,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-06-73e5,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-73e5,harm.affected_parties,incorrect,human oversight,"AI safety researchers, general public"
Llama,PS1,KI2,2026-04-06-c1da,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-c1da,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-06-c1da,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-06-c1da,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-06-c1da,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-c1da,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-06-c1da,ai_system.developer,hallucinated,Meta,not stated
Llama,PS1,KI2,2026-04-06-c1da,ai_system.deployer,hallucinated,Meta,not stated
Llama,PS1,KI2,2026-04-06-c1da,event.event_location,correct,United States,"Pennsylvania, New York, New Hampshire, United States"
Llama,PS1,KI2,2026-04-06-c1da,harm.affected_parties,incorrect,victims of investment scams,platform victims
Llama,PS1,KI2,2026-04-06-5706,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-5706,ai_system.system_type,incorrect,other,autonomous vehicle
Llama,PS1,KI2,2026-04-06-5706,harm.harm_type,incorrect,physical,"economic, reputational"
Llama,PS1,KI2,2026-04-06-5706,harm.severity,incorrect,significant,moderate
Llama,PS1,KI2,2026-04-06-5706,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-5706,ai_system.name,hallucinated,General Atomics YFQ-42A Dark Merlin,not stated
Llama,PS1,KI2,2026-04-06-5706,ai_system.developer,correct,General Atomics,General Atomics
Llama,PS1,KI2,2026-04-06-5706,ai_system.deployer,incorrect,United States Air Force,US Air Force
Llama,PS1,KI2,2026-04-06-5706,event.event_location,correct,United States,"California, United States"
Llama,PS1,KI2,2026-04-06-5706,harm.affected_parties,missing,not stated,US Air Force
Llama,PS1,KI2,2026-04-06-843a,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-843a,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Llama,PS1,KI2,2026-04-06-843a,harm.harm_type,incorrect,physical,economic
Llama,PS1,KI2,2026-04-06-843a,harm.severity,correct,minor,minor
Llama,PS1,KI2,2026-04-06-843a,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-843a,ai_system.name,correct,Tesla's AI-powered 'actually smart summon' feature,Actually Smart Summon
Llama,PS1,KI2,2026-04-06-843a,ai_system.developer,correct,Tesla,Tesla
Llama,PS1,KI2,2026-04-06-843a,ai_system.deployer,correct,Tesla,Tesla
Llama,PS1,KI2,2026-04-06-843a,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-843a,harm.affected_parties,incorrect,"vehicles, obstacles",Tesla vehicle owners
Llama,PS1,KI2,2026-04-06-58f7,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-58f7,ai_system.system_type,incorrect,other,generative AI
Llama,PS1,KI2,2026-04-06-58f7,harm.harm_type,correct,rights violation,rights violation
Llama,PS1,KI2,2026-04-06-58f7,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-06-58f7,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-58f7,ai_system.name,hallucinated,Panda-70M dataset,not stated
Llama,PS1,KI2,2026-04-06-58f7,ai_system.developer,correct,Apple Inc.,Apple
Llama,PS1,KI2,2026-04-06-58f7,ai_system.deployer,correct,Apple Inc.,Apple
Llama,PS1,KI2,2026-04-06-58f7,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-58f7,harm.affected_parties,correct,YouTube creators,YouTubers
Llama,PS1,KI2,2026-04-06-bee5,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-bee5,ai_system.system_type,incorrect,generative AI,other
Llama,PS1,KI2,2026-04-06-bee5,harm.harm_type,correct,economic,"economic, psychological"
Llama,PS1,KI2,2026-04-06-bee5,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-06-bee5,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-bee5,ai_system.name,hallucinated,ChatGPT,not stated
Llama,PS1,KI2,2026-04-06-bee5,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-06-bee5,ai_system.deployer,hallucinated,Goldman Sachs,not stated
Llama,PS1,KI2,2026-04-06-bee5,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-bee5,harm.affected_parties,correct,entry-level and less experienced workers,entry-level and less experienced US workers
Llama,PS1,KI2,2026-04-06-82d9,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-82d9,ai_system.system_type,correct,chatbot,chatbot
Llama,PS1,KI2,2026-04-06-82d9,harm.harm_type,incorrect,physical and psychological,physical
Llama,PS1,KI2,2026-04-06-82d9,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-06-82d9,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-82d9,ai_system.name,correct,ChatGPT,ChatGPT
Llama,PS1,KI2,2026-04-06-82d9,ai_system.developer,correct,OpenAI,OpenAI
Llama,PS1,KI2,2026-04-06-82d9,ai_system.deployer,missing,not stated,OpenAI
Llama,PS1,KI2,2026-04-06-82d9,event.event_location,correct,United States,"Tallahassee, Florida, United States"
Llama,PS1,KI2,2026-04-06-82d9,harm.affected_parties,correct,victims of the Florida State University shooting,victims of the Florida State University shooting
Llama,PS1,KI2,2026-04-06-3356,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-06-3356,ai_system.system_type,correct,chatbot,chatbot
Llama,PS1,KI2,2026-04-06-3356,harm.harm_type,correct,rights violation,rights violation
Llama,PS1,KI2,2026-04-06-3356,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-06-3356,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-3356,ai_system.name,correct,Perplexity AI,Perplexity AI
Llama,PS1,KI2,2026-04-06-3356,ai_system.developer,missing,not stated,Perplexity AI
Llama,PS1,KI2,2026-04-06-3356,ai_system.deployer,incorrect,"Meta Platforms, Google",Perplexity AI
Llama,PS1,KI2,2026-04-06-3356,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-3356,harm.affected_parties,correct,users,Perplexity AI users
Llama,PS1,KI2,2026-04-06-1282,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-06-1282,ai_system.system_type,incorrect,other,generative AI
Llama,PS1,KI2,2026-04-06-1282,harm.harm_type,correct,economic,"economic, rights violation"
Llama,PS1,KI2,2026-04-06-1282,harm.severity,incorrect,significant,moderate
Llama,PS1,KI2,2026-04-06-1282,event.event_date,missing,not stated,2026-04-06
Llama,PS1,KI2,2026-04-06-1282,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-06-1282,ai_system.developer,hallucinated,"{'name': 'OpenAI', 'role': 'developer'}, {'name': 'Anthropic', 'role': 'developer'}, {'name': 'Google', 'role': 'developer'}",not stated
Llama,PS1,KI2,2026-04-06-1282,ai_system.deployer,hallucinated,"{'name': 'Chinese firms', 'role': 'deployer'}",not stated
Llama,PS1,KI2,2026-04-06-1282,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-06-1282,harm.affected_parties,correct,US AI firms and potential national security,US AI companies
Llama,PS1,KI2,2026-04-05-ba1e,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-05-ba1e,ai_system.system_type,correct,other,other
Llama,PS1,KI2,2026-04-05-ba1e,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-05-ba1e,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-05-ba1e,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-ba1e,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-ba1e,ai_system.developer,hallucinated,Akamai Technologies,not stated
Llama,PS1,KI2,2026-04-05-ba1e,ai_system.deployer,hallucinated,publishing organizations,not stated
Llama,PS1,KI2,2026-04-05-ba1e,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-ba1e,harm.affected_parties,correct,digital publishers,digital publishers
Llama,PS1,KI2,2026-04-05-4167,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-05-4167,ai_system.system_type,incorrect,other,ai agent
Llama,PS1,KI2,2026-04-05-4167,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-05-4167,harm.severity,incorrect,significant,moderate
Llama,PS1,KI2,2026-04-05-4167,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-4167,ai_system.name,hallucinated,Gemini (powered by Google),not stated
Llama,PS1,KI2,2026-04-05-4167,ai_system.developer,correct,Google,Google
Llama,PS1,KI2,2026-04-05-4167,ai_system.deployer,incorrect,Target Corporation,Google
Llama,PS1,KI2,2026-04-05-4167,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-4167,harm.affected_parties,correct,customers,Target customers
Llama,PS1,KI2,2026-04-05-a12c,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-05-a12c,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-05-a12c,harm.harm_type,correct,"reputational, economic","economic, rights violation"
Llama,PS1,KI2,2026-04-05-a12c,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-05-a12c,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-a12c,ai_system.name,correct,Claude Code,Claude Code
Llama,PS1,KI2,2026-04-05-a12c,ai_system.developer,correct,Anthropic,Anthropic
Llama,PS1,KI2,2026-04-05-a12c,ai_system.deployer,missing,not stated,Anthropic
Llama,PS1,KI2,2026-04-05-a12c,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-a12c,harm.affected_parties,incorrect,"users, including AMD's AI director","developers, organizations using Claude Code"
Llama,PS1,KI2,2026-04-05-2282,event.event_type,incorrect,AI hazard,AI incident
Llama,PS1,KI2,2026-04-05-2282,ai_system.system_type,correct,chatbot,chatbot
Llama,PS1,KI2,2026-04-05-2282,harm.harm_type,correct,psychological,psychological
Llama,PS1,KI2,2026-04-05-2282,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-05-2282,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-2282,ai_system.name,correct,"ChatGPT, Claude, Gemini","ChatGPT, Claude, Gemini"
Llama,PS1,KI2,2026-04-05-2282,ai_system.developer,incorrect,"MIT, Stanford University","OpenAI, Anthropic, Google"
Llama,PS1,KI2,2026-04-05-2282,ai_system.deployer,missing,not stated,"OpenAI, Anthropic, Google"
Llama,PS1,KI2,2026-04-05-2282,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-2282,harm.affected_parties,incorrect,global users,chatbot users
Llama,PS1,KI2,2026-04-05-a12d,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-05-a12d,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-05-a12d,harm.harm_type,correct,reputational,reputational
Llama,PS1,KI2,2026-04-05-a12d,harm.severity,incorrect,significant,moderate
Llama,PS1,KI2,2026-04-05-a12d,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-a12d,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-a12d,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-a12d,ai_system.deployer,hallucinated,Republican Party (United States),not stated
Llama,PS1,KI2,2026-04-05-a12d,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-a12d,harm.affected_parties,incorrect,"public, politicians","general public, US airman"
Llama,PS1,KI2,2026-04-05-0d39,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-05-0d39,ai_system.system_type,correct,other,other
Llama,PS1,KI2,2026-04-05-0d39,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-05-0d39,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-05-0d39,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-0d39,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-0d39,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-0d39,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-05-0d39,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-0d39,harm.affected_parties,incorrect,crypto industry,cryptocurrency platform users
Llama,PS1,KI2,2026-04-05-8196,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-05-8196,ai_system.system_type,incorrect,generative AI,chatbot
Llama,PS1,KI2,2026-04-05-8196,harm.harm_type,correct,reputational,"reputational, other"
Llama,PS1,KI2,2026-04-05-8196,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-05-8196,event.event_date,missing,not stated,2026-04-05
Llama,PS1,KI2,2026-04-05-8196,ai_system.name,correct,Google AI Overviews,AI Overviews
Llama,PS1,KI2,2026-04-05-8196,ai_system.developer,correct,Google,Google
Llama,PS1,KI2,2026-04-05-8196,ai_system.deployer,correct,Google,Google
Llama,PS1,KI2,2026-04-05-8196,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-05-8196,harm.affected_parties,correct,users of Google search results,Google search users
Llama,PS1,KI2,2026-04-04-723a,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-04-723a,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-04-723a,harm.harm_type,incorrect,"reputational, economic",rights violation
Llama,PS1,KI2,2026-04-04-723a,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-04-723a,event.event_date,missing,not stated,2026-04-04
Llama,PS1,KI2,2026-04-04-723a,ai_system.name,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-04-723a,ai_system.developer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-04-723a,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-04-723a,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-04-723a,harm.affected_parties,correct,Murphy Campbell,Murphy Campbell
Llama,PS1,KI2,2026-04-03-ad3a,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-03-ad3a,ai_system.system_type,incorrect,chatbot,generative AI
Llama,PS1,KI2,2026-04-03-ad3a,harm.harm_type,correct,other,other
Llama,PS1,KI2,2026-04-03-ad3a,harm.severity,incorrect,significant,moderate
Llama,PS1,KI2,2026-04-03-ad3a,event.event_date,missing,not stated,2026-04-03
Llama,PS1,KI2,2026-04-03-ad3a,ai_system.name,correct,Claude Sonnet 4.5,Claude Sonnet 4.5
Llama,PS1,KI2,2026-04-03-ad3a,ai_system.developer,correct,Anthropic,Anthropic
Llama,PS1,KI2,2026-04-03-ad3a,ai_system.deployer,missing,not stated,Anthropic
Llama,PS1,KI2,2026-04-03-ad3a,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-03-ad3a,harm.affected_parties,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-03-b896,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-03-b896,ai_system.system_type,correct,generative AI,generative AI
Llama,PS1,KI2,2026-04-03-b896,harm.harm_type,correct,economic,economic
Llama,PS1,KI2,2026-04-03-b896,harm.severity,correct,significant,significant
Llama,PS1,KI2,2026-04-03-b896,event.event_date,missing,not stated,2026-04-03
Llama,PS1,KI2,2026-04-03-b896,ai_system.name,correct,Claude Code,Claude Code
Llama,PS1,KI2,2026-04-03-b896,ai_system.developer,correct,Anthropic,Anthropic
Llama,PS1,KI2,2026-04-03-b896,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-03-b896,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-03-b896,harm.affected_parties,correct,developers and organizations,"developers, organizations"
Llama,PS1,KI2,2026-04-03-3751,event.event_type,correct,AI incident,AI incident
Llama,PS1,KI2,2026-04-03-3751,ai_system.system_type,incorrect,other,generative AI
Llama,PS1,KI2,2026-04-03-3751,harm.harm_type,correct,"economic, reputational","economic, reputational"
Llama,PS1,KI2,2026-04-03-3751,harm.severity,incorrect,significant,severe
Llama,PS1,KI2,2026-04-03-3751,event.event_date,missing,not stated,2026-04-03
Llama,PS1,KI2,2026-04-03-3751,ai_system.name,correct,"Mythos, AI models from OpenAI",Mythos
Llama,PS1,KI2,2026-04-03-3751,ai_system.developer,correct,"Anthropic, OpenAI","Anthropic, OpenAI"
Llama,PS1,KI2,2026-04-03-3751,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-03-3751,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-03-3751,harm.affected_parties,incorrect,"government, devices","government agencies, general public"
Llama,PS1,KI2,2026-04-03-ea3b,event.event_type,incorrect,AI incident,AI hazard
Llama,PS1,KI2,2026-04-03-ea3b,ai_system.system_type,correct,other,other
Llama,PS1,KI2,2026-04-03-ea3b,harm.harm_type,incorrect,reputational,economic
Llama,PS1,KI2,2026-04-03-ea3b,harm.severity,correct,moderate,moderate
Llama,PS1,KI2,2026-04-03-ea3b,event.event_date,missing,not stated,2026-04-03
Llama,PS1,KI2,2026-04-03-ea3b,ai_system.name,correct,Slurm Workload Manager,Slurm
Llama,PS1,KI2,2026-04-03-ea3b,ai_system.developer,correct,SchedMD,SchedMD
Llama,PS1,KI2,2026-04-03-ea3b,ai_system.deployer,true_negative,not stated,not stated
Llama,PS1,KI2,2026-04-03-ea3b,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-03-ea3b,harm.affected_parties,correct,AI and supercomputing specialists,AI and supercomputing community
Llama,PS1,KI2,2026-04-03-6486,event.event_type,missing,not stated,AI hazard
Llama,PS1,KI2,2026-04-03-6486,ai_system.system_type,correct,chatbot,chatbot
Llama,PS1,KI2,2026-04-03-6486,harm.harm_type,missing,not stated,"physical, psychological"
Llama,PS1,KI2,2026-04-03-6486,harm.severity,missing,not stated,moderate
Llama,PS1,KI2,2026-04-03-6486,event.event_date,correct,2026-04-03,2026-04-03
Llama,PS1,KI2,2026-04-03-6486,ai_system.name,hallucinated,Legion Health's AI chatbot,not stated
Llama,PS1,KI2,2026-04-03-6486,ai_system.developer,correct,Legion Health,Legion Health
Llama,PS1,KI2,2026-04-03-6486,ai_system.deployer,incorrect,Utah,Legion Health
Llama,PS1,KI2,2026-04-03-6486,event.event_location,correct,United States,"Utah, United States"
Llama,PS1,KI2,2026-04-03-6486,harm.affected_parties,correct,stable patients,psychiatric patients
Llama,PS1,KI2,2026-04-02-7021,event.event_type,missing,not stated,AI hazard
Llama,PS1,KI2,2026-04-02-7021,ai_system.system_type,correct,other,other
Llama,PS1,KI2,2026-04-02-7021,harm.harm_type,missing,not stated,psychological
Llama,PS1,KI2,2026-04-02-7021,harm.severity,missing,not stated,moderate
Llama,PS1,KI2,2026-04-02-7021,event.event_date,correct,2026-04-02,2026-04-02
Llama,PS1,KI2,2026-04-02-7021,ai_system.name,hallucinated,AI-powered adaptive learning software,not stated
Llama,PS1,KI2,2026-04-02-7021,ai_system.developer,missing,not stated,Alpha Schools
Llama,PS1,KI2,2026-04-02-7021,ai_system.deployer,correct,Alpha Schools,Alpha Schools
Llama,PS1,KI2,2026-04-02-7021,event.event_location,correct,United States,United States
Llama,PS1,KI2,2026-04-02-7021,harm.affected_parties,correct,"students, teachers unions and critics",students
Llama,PS1,KI2,2026-04-02-2a8b,event.event_type,correct,AI hazard,AI hazard
Llama,PS1,KI2,2026-04-02-2a8b,ai_system.system_type,incorrect,generative AI,content moderation
Llama,PS1,KI2,2026-04-02-2a8b,harm.harm_type,correct,psychological,psychological
Llama,PS1,KI2,2026-04-02-2a8b,harm.severity,missing,not stated,moderate
Llama,PS1,KI2,2026-04-02-2a8b,event.event_date,missing,not stated,2026-04-02
Llama,PS1,KI2,2026-04-02-2a8b,ai_system.name,hallucinated,YouTube,not stated
Llama,PS1,KI2,2026-04-02-2a8b,ai_system.developer,hallucinated,Google,not stated
Llama,PS1,KI2,2026-04-02-2a8b,ai_system.deployer,correct,Google,"Google, YouTube"
Llama,PS1,KI2,2026-04-02-2a8b,event.event_location,correct,United States,United States
